k,accuracy
1,0.27293547083389463
2,0.3240783151466164
3,0.3367730926400447
4,0.3475189725627554
5,0.3584157348779949
6,0.371823311928374
7,0.38231494133424415
8,0.398861646234676
9,0.40325115631574354
10,0.4079294085947807
11,0.4114239525798706
12,0.41554477824179203
13,0.41834354069291274
14,0.42458253946862956
15,0.42834134147617203
16,0.4300922807490233
17,0.43358876623540904
18,0.4357781869164804
19,0.4372181295214936
20,0.43853114194617987
21,0.4386529213148762
22,0.44022836474672095
23,0.4431342458906545
24,0.44682368614067436
25,0.45041699223142934
26,0.4544081631242808
27,0.45876895801001966
28,0.46249815566800956
29,0.46555084306159716
30,0.46794527519568435
31,0.47269558868911826
32,0.47754024653105215
33,0.48208638996724795
34,0.48508979774049427
35,0.4880126761737636
36,0.4909178678880819
37,0.49370728670201475
38,0.4958599516438641
39,0.4975851217801559
40,0.499289146346942
41,0.5008357894437178
42,0.5022228209618295
43,0.5042281114532319
44,0.5063737196836471
45,0.5085997974263623
46,0.5110389369507425
47,0.5134254946528961
48,0.5160726046671825
49,0.5185907745827789
50,0.521188917329043
51,0.5236811218267692
52,0.5269579650221019
53,0.5294411301945385
54,0.5320555231237025
55,0.5349507468596455
56,0.5379255595542788
57,0.541030604262094
58,0.5444997762468253
59,0.5481430064289898
60,0.5519655125960021
61,0.555600706414668
62,0.5591596302685795
63,0.5627134881072832
64,0.5659953298307063
65,0.5692057603357931
66,0.5725401665858051
67,0.5760031849374684
68,0.5792375578818157
69,0.5826070035618666
70,0.5857649647488694
71,0.5886000813357218
72,0.5911129572250482
73,0.5932535984352144
74,0.59522108663925
75,0.5971511967308091
76,0.5990303962790048
77,0.6007740070784822
78,0.6024083151116342
79,0.6037688766411486
80,0.6049329785800874
81,0.6060629042531972
82,0.6069513673717478
83,0.6077565279304628
84,0.6085023169086421
85,0.6091434941212591
86,0.6097308073483422
87,0.6102195567984292
88,0.6105964671638986
89,0.6108236319850612
90,0.6109626236765393
91,0.6109952286695052
92,0.6110394250537459
93,0.611065577926125
94,0.6111257611238387
95,0.611142040740523
96,0.6112136452766926
97,0.6114308967253627
98,0.611871632662208
99,0.61233712126884
100,0.6125889801966855
101,0.6128563927387531
102,0.6131168889488465
103,0.613566946432268
104,0.6139966044553218
105,0.6144139728722825
106,0.6149252239131134
107,0.6154468954997545
108,0.6160056414580852
109,0.6165554535220886
110,0.617107189366481
111,0.6176673507666415
112,0.6182250469903802
113,0.6186943475135682
114,0.6190463810513954
115,0.6194008047842589
116,0.6197651443711238
117,0.6201551119503518
118,0.6204364812069936
119,0.6207032348168284
120,0.6208906252338809
121,0.6210762543192697
122,0.6212006104200201
123,0.621229190602475
124,0.6211724239830031
125,0.6211093089048341
126,0.620973707487926
127,0.6208661947700228
128,0.6206659201131618
129,0.6204654783078584
130,0.6202134737140583
131,0.6199950021236081
132,0.619815288817074
133,0.6196351041953734
134,0.6195275139860481
135,0.6194299665864912
136,0.6193841082168844
137,0.6193511781787309
138,0.6193238016583199
139,0.6193882452975219
140,0.6194769153788985
141,0.6196119721178084
142,0.6198276641751459
143,0.6200649590652717
144,0.6203483542143801
145,0.6207043346170339
146,0.6211164608081927
147,0.6215122880621784
148,0.6219485213356063
149,0.6223849267091092
150,0.6227961141797452
151,0.6231418427125271
152,0.6234901125236886
153,0.6238503244787367
154,0.6242218377068506
155,0.6245891366414738
156,0.6249288708806657
157,0.6252753749535503
158,0.6256228360821371
159,0.6259783533021607
160,0.6263641721675794
161,0.6267880955309082
162,0.6272127726692042
163,0.6276298697989516
164,0.6279975225321269
165,0.6283309996093762
166,0.6286003504790312
167,0.6288117823357986
168,0.6289770746864086
169,0.6291201635940336
170,0.6292287616920283
171,0.6293272661043813
172,0.6294030078312443
173,0.629480158140096
174,0.6295503310359702
175,0.6296331479377795
176,0.629735894578278
177,0.6298674679629263
178,0.6300309645948307
179,0.6302589139247132
180,0.6304892201914876
181,0.6307629787363416
182,0.631038712959048
183,0.6313263531087077
184,0.6316055952220282
185,0.6318655068912937
186,0.6321220443870038
187,0.6323800165357084
188,0.6326645761735598
189,0.6330201592309778
190,0.6334053711666434
191,0.6338423639183006
192,0.6343380465370357
193,0.634857769472975
194,0.6354397704173064
195,0.6360768275084027
196,0.6367255753170253
197,0.6374084936994937
198,0.6381125458183564
199,0.638847522447606
200,0.6396300237998883
201,0.6404303418915398
202,0.6412674192112621
203,0.6421720799880871
204,0.6431900848713387
205,0.6443029520419403
206,0.6455108695225633
207,0.6468108978427474
208,0.6481979519649697
209,0.6496585787395466
210,0.6511988264695622
211,0.6528288001150605
212,0.6545055864952521
213,0.6562872196280551
214,0.6581407119319792
215,0.6600650189490544
216,0.6620545834353314
217,0.6641123522542449
218,0.6662542778636317
219,0.6684591947645832
220,0.6707381235227052
221,0.6730741291843795
222,0.6754789411524355
223,0.677963796522845
224,0.6805098214686489
225,0.6831194735083094
226,0.6858101881380577
227,0.68851723509676
228,0.6912980675674112
229,0.6941375217396806
230,0.6970355748973992
231,0.6999845066395227
232,0.703000498605663
233,0.7060701600811609
234,0.7091966410695945
235,0.7123747065619754
236,0.7156106649742702
237,0.7189135603726275
238,0.7222851150430845
239,0.725705039427528
240,0.7291874354485212
241,0.7327376743327122
242,0.7363455999498482
243,0.739999781940384
244,0.7437165831501092
245,0.7474765781293464
246,0.7513008166589596
247,0.7551657930105174
248,0.75907365801474
249,0.7630235342557886
250,0.7670107862941242
251,0.7710314966276841
252,0.7750809545913643
253,0.7791563344145319
254,0.7832310231068514
255,0.7873058740762742
256,0.7913864986079303
257,0.7954581869763875
258,0.7995275178299192
259,0.8035890743437873
260,0.8076458132559579
261,0.8116951059401806
262,0.8157424537379607
263,0.8197743901186302
264,0.8238026227517247
265,0.827827363024057
266,0.8318462868746702
267,0.8358567686928734
268,0.8398551161740443
269,0.8438371577279468
270,0.8478083301317356
271,0.8517634180797471
272,0.8557024668964119
273,0.8596143359996639
274,0.8635051574114323
275,0.8673708498146954
276,0.8712081720157648
277,0.8750181445676795
278,0.8788020641010804
279,0.8825591162849786
280,0.8862919625624194
281,0.8900092032230481
282,0.8937070233131102
283,0.8973933721101585
284,0.9010722604974604
285,0.9047386934724102
286,0.9084036355203287
287,0.9120586531194027
288,0.9156989848861594
289,0.9193231051400484
290,0.9229283633820334
291,0.9265073000718875
292,0.9300552644894283
293,0.9335756389797663
294,0.9370479630179719
295,0.9404737299159406
296,0.9438403646826353
297,0.9471671222972734
298,0.9504683279269907
299,0.9537832261103922
300,0.9571180564900706
301,0.9604680254382555
302,0.9638296220904782
303,0.9671886816887956
304,0.9705298373225602
305,0.9738550613265101
306,0.9771782163242397
307,0.9804921552167017
308,0.9837875492871793
309,0.9870665550002933
310,0.9903273029648695
311,0.9935704024718526
312,0.9967951596515339
313,1.0
