k,accuracy
276,0.8818581197623149
277,0.8850172666829612
278,0.8881533618445889
279,0.8912728854922944
280,0.8943756612330418
281,0.8974567699675065
282,0.9005304037264044
283,0.90359676908589
284,0.9066529925362077
285,0.9097152082516148
286,0.9127859680188101
287,0.915851118925396
288,0.9189322420835958
289,0.9220191957753399
290,0.9251257135366862
291,0.9282389308438922
292,0.931370503551843
293,0.9345372172440045
294,0.937750143754586
295,0.9409965357717461
296,0.9442726451258319
297,0.9475644905483306
298,0.9508637204274698
299,0.9541623058013988
300,0.9574584211754723
301,0.9607558625930327
302,0.9640612397531891
303,0.9673746227556691
304,0.9706902720188308
305,0.9740011644412202
306,0.9772989848939596
307,0.9805797232089425
308,0.9838483722887464
309,0.9871029793571862
310,0.9903507135251122
311,0.9935778516362264
312,0.996795622587263
313,1.0
